Income,Property,Amount,Budget,Category,Date,Monthly Overview,Type
เงินเดือน กันยายน,Yes,"THB 22,830.00","THB 22,830.00",Salary,"September 26, 2023",September 23 (https://app.notion.com/p/September-23-3ba5bba5d6404641a57d8636a0f504c0?pvs=21),🏧เงินเดือนจาก สสจ._SEP23 (https://app.notion.com/p/_SEP23-8d96b7ec6f3046168b04236dfc5ab571?pvs=21)
OPD นอก (8hr),Yes,"THB 2,000.00","THB 2,000.00",Top up,"September 30, 2023",September 23 (https://app.notion.com/p/September-23-3ba5bba5d6404641a57d8636a0f504c0?pvs=21),👍🏼เงิน top up_SEP23 (https://app.notion.com/p/top-up_SEP23-1469ad01d1ba4090b6750cf84534e5e9?pvs=21)
ปกส (8hr),Yes,"THB 2,000.00","THB 2,000.00",Top up,"September 30, 2023",September 23 (https://app.notion.com/p/September-23-3ba5bba5d6404641a57d8636a0f504c0?pvs=21),👍🏼เงิน top up_SEP23 (https://app.notion.com/p/top-up_SEP23-1469ad01d1ba4090b6750cf84534e5e9?pvs=21)
ปกส (4hr),Yes,"THB 1,000.00","THB 1,000.00",Top up,"September 30, 2023",September 23 (https://app.notion.com/p/September-23-3ba5bba5d6404641a57d8636a0f504c0?pvs=21),👍🏼เงิน top up_SEP23 (https://app.notion.com/p/top-up_SEP23-1469ad01d1ba4090b6750cf84534e5e9?pvs=21)
ซื้อ TTCM,Yes,THB 990.00,THB 990.00,On duty,"October 14, 2023",October 23 (https://app.notion.com/p/October-23-95c03717e18a4af88306a469f4545489?pvs=21),💉TTCM_OCT23 (https://app.notion.com/p/TTCM_OCT23-a131ff9122c04b188b1949b585ac2c60?pvs=21)
Hour cost ปกส.นอก 4hr,Yes,THB 400.00,THB 400.00,On duty,"October 10, 2023",October 23 (https://app.notion.com/p/October-23-95c03717e18a4af88306a469f4545489?pvs=21),⌚เงินรายชั่วโมง_OCT23 (https://app.notion.com/p/_OCT23-3627a2ed16ae485c8319061ff0de6bf1?pvs=21)
DF cost,Yes,THB 330.00,THB 330.00,On duty,"October 10, 2023",October 23 (https://app.notion.com/p/October-23-95c03717e18a4af88306a469f4545489?pvs=21),🤷‍♂️เงิน DF_OCT23 (https://app.notion.com/p/DF_OCT23-ce1595388c57490295fde4226623ce1b?pvs=21)
ซื้อ OPD นอกเวลา 8ชั่วโมง,Yes,"THB 2,000.00","THB 2,000.00",Top up,"November 3, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),👍🏼เงิน top up_NOV23 (https://app.notion.com/p/top-up_NOV23-b9ded8b4fc4345438183cd62f8f517aa?pvs=21)
เงินเดือน,Yes,"THB 22,830.00","THB 22,830.00",Salary,"October 7, 2023",October 23 (https://app.notion.com/p/October-23-95c03717e18a4af88306a469f4545489?pvs=21),🏧เงินเดือนจาก สสจ._OCT23 (https://app.notion.com/p/_OCT23-ac108831792c41a5a64ae6dc5780c8df?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"November 22, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),👍🏼เงิน top up_NOV23 (https://app.notion.com/p/top-up_NOV23-b9ded8b4fc4345438183cd62f8f517aa?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"October 30, 2023",October 23 (https://app.notion.com/p/October-23-95c03717e18a4af88306a469f4545489?pvs=21),👍🏼เงิน top up_OCT23 (https://app.notion.com/p/top-up_OCT23-bcce5b881942444692bef06ca373511a?pvs=21)
Hour cost,Yes,THB 400.00,THB 400.00,On duty,"October 30, 2023",October 23 (https://app.notion.com/p/October-23-95c03717e18a4af88306a469f4545489?pvs=21),⌚เงินรายชั่วโมง_OCT23 (https://app.notion.com/p/_OCT23-3627a2ed16ae485c8319061ff0de6bf1?pvs=21)
DF cost,Yes,THB 180.00,THB 180.00,On duty,"October 30, 2023",October 23 (https://app.notion.com/p/October-23-95c03717e18a4af88306a469f4545489?pvs=21),🤷‍♂️เงิน DF_OCT23 (https://app.notion.com/p/DF_OCT23-ce1595388c57490295fde4226623ce1b?pvs=21)
ค่าชั่วโมงและDF,Yes,"THB 3,440.00","THB 3,440.00",On duty,"September 30, 2023",September 23 (https://app.notion.com/p/September-23-3ba5bba5d6404641a57d8636a0f504c0?pvs=21),🤷‍♂️เงิน DF_SEP23 (https://app.notion.com/p/DF_SEP23-c4e3dc33943c48879c50f3991a158b2e?pvs=21)
เวรเหมา,Yes,"THB 10,000.00","THB 10,000.00",On duty,"September 30, 2023",September 23 (https://app.notion.com/p/September-23-3ba5bba5d6404641a57d8636a0f504c0?pvs=21),👝เงินเวรเหมา_SEP23 (https://app.notion.com/p/_SEP23-dbf039431b5d4235bbc8d79b96fe29b3?pvs=21)
TTCM,Yes,THB 990.00,THB 990.00,On duty,"September 23, 2023",September 23 (https://app.notion.com/p/September-23-3ba5bba5d6404641a57d8636a0f504c0?pvs=21),💉TTCM_SEP23 (https://app.notion.com/p/TTCM_SEP23-dec188eb87e24518b0c53c736848364b?pvs=21)
Hour cost,Yes,THB 800.00,THB 800.00,On duty,"November 3, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),⌚เงินรายชั่วโมง_NOV23 (https://app.notion.com/p/_NOV23-f873b23e25d14669985452048f89178c?pvs=21)
DF cost,Yes,THB 660.00,THB 660.00,On duty,"November 3, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),🤷‍♂️เงิน DF_NOV23 (https://app.notion.com/p/DF_NOV23-4916b9e960574de1af6be3f94ecb7d58?pvs=21)
เวรเหมา 1หมื่น,Yes,"THB 10,000.00","THB 10,000.00",On duty,"October 7, 2023",October 23 (https://app.notion.com/p/October-23-95c03717e18a4af88306a469f4545489?pvs=21),👝เงินเวรเหมา_OCT23 (https://app.notion.com/p/_OCT23-1ebdf3ec9e924b4fa50618f53ebaa7f2?pvs=21)
Hour cost,Yes,THB 400.00,THB 400.00,On duty,"November 22, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),⌚เงินรายชั่วโมง_NOV23 (https://app.notion.com/p/_NOV23-f873b23e25d14669985452048f89178c?pvs=21)
DF cost,Yes,THB 430.00,THB 330.00,On duty,"November 22, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),🤷‍♂️เงิน DF_NOV23 (https://app.notion.com/p/DF_NOV23-4916b9e960574de1af6be3f94ecb7d58?pvs=21)
เงินเดือน,Yes,"THB 22,830.00","THB 22,830.00",Salary,"November 27, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),🏧เงินเดือนจาก สสจ._NOV23 (https://app.notion.com/p/_NOV23-3d70bfc400c8424a85532171a6617db3?pvs=21)
ซื้อ OPD นอกเวลา 8ชั่วโมง,Yes,"THB 2,500.00","THB 2,500.00",Top up,"December 2, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),👍🏼เงิน top up_DEC23 (https://app.notion.com/p/top-up_DEC23-f422af1fe09843b8b245c8f093731319?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"December 20, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),👍🏼เงิน top up_DEC23 (https://app.notion.com/p/top-up_DEC23-f422af1fe09843b8b245c8f093731319?pvs=21)
ซื้อ ปกส. นอกเวลา 8ชั่วโมง,Yes,"THB 2,000.00","THB 2,000.00",Top up,"December 16, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),👍🏼เงิน top up_DEC23 (https://app.notion.com/p/top-up_DEC23-f422af1fe09843b8b245c8f093731319?pvs=21)
Hour cost,Yes,THB 800.00,THB 800.00,On duty,"December 2, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),⌚เงินรายชั่วโมง_DEC23 (https://app.notion.com/p/_DEC23-d169ea2053744e36b02457c2cad496fe?pvs=21)
DF cost,Yes,THB 360.00,THB 360.00,On duty,"December 2, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),🤷‍♂️เงิน DF_DEC23 (https://app.notion.com/p/DF_DEC23-f0aa04eb3d4948fa9c1d9c6ab4e3dc5c?pvs=21)
Hour cost,Yes,THB 400.00,THB 400.00,On duty,"December 14, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),⌚เงินรายชั่วโมง_DEC23 (https://app.notion.com/p/_DEC23-d169ea2053744e36b02457c2cad496fe?pvs=21)
DF cost,Yes,THB 360.00,THB 360.00,On duty,"December 14, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),🤷‍♂️เงิน DF_DEC23 (https://app.notion.com/p/DF_DEC23-f0aa04eb3d4948fa9c1d9c6ab4e3dc5c?pvs=21)
Hour cost,Yes,THB 800.00,THB 800.00,On duty,"December 16, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),⌚เงินรายชั่วโมง_DEC23 (https://app.notion.com/p/_DEC23-d169ea2053744e36b02457c2cad496fe?pvs=21)
DF cost,Yes,THB 660.00,THB 660.00,On duty,"December 16, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),🤷‍♂️เงิน DF_DEC23 (https://app.notion.com/p/DF_DEC23-f0aa04eb3d4948fa9c1d9c6ab4e3dc5c?pvs=21)
เวรเหมา 1หมื่น,Yes,"THB 10,000.00","THB 10,000.00",On duty,"December 20, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),👝เงินเวรเหมา_NOV23 (https://app.notion.com/p/_NOV23-14822635229a4661a5ddabec9c816f4d?pvs=21)
Hour cost,Yes,THB 400.00,THB 400.00,On duty,"December 20, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),⌚เงินรายชั่วโมง_DEC23 (https://app.notion.com/p/_DEC23-d169ea2053744e36b02457c2cad496fe?pvs=21)
DF cost,Yes,THB 330.00,THB 330.00,On duty,"December 20, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),🤷‍♂️เงิน DF_DEC23 (https://app.notion.com/p/DF_DEC23-f0aa04eb3d4948fa9c1d9c6ab4e3dc5c?pvs=21)
ซื้อ OPD นอกเวลา 4ชั่วโมง,Yes,"THB 1,300.00","THB 1,300.00",Top up,"December 27, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),👍🏼เงิน top up_DEC23 (https://app.notion.com/p/top-up_DEC23-f422af1fe09843b8b245c8f093731319?pvs=21)
เงินเดือน,Yes,"THB 22,830.00","THB 22,830.00",Salary,"December 26, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),🏧เงินเดือนจาก สสจ._DEC23 (https://app.notion.com/p/_DEC23-be15ea9ed82a49f8ade2cbd609f47ed1?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"January 22, 2024",January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21),👍🏼เงิน top up_JAN24 (https://app.notion.com/p/top-up_JAN24-946cb3c6224c471da8c29a087139358d?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"January 25, 2024",January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21),👍🏼เงิน top up_JAN24 (https://app.notion.com/p/top-up_JAN24-946cb3c6224c471da8c29a087139358d?pvs=21)
Hour cost,Yes,THB 400.00,THB 400.00,On duty,"December 27, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),⌚เงินรายชั่วโมง_DEC23 (https://app.notion.com/p/_DEC23-d169ea2053744e36b02457c2cad496fe?pvs=21)
DF cost,Yes,THB 270.00,THB 270.00,On duty,"December 27, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),🤷‍♂️เงิน DF_DEC23 (https://app.notion.com/p/DF_DEC23-f0aa04eb3d4948fa9c1d9c6ab4e3dc5c?pvs=21)
ซื้อ OPD นอกเวลา 8ชั่วโมง,Yes,"THB 2,300.00","THB 2,300.00",Top up,"January 4, 2024",January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21),👍🏼เงิน top up_JAN24 (https://app.notion.com/p/top-up_JAN24-946cb3c6224c471da8c29a087139358d?pvs=21)
Hour cost,Yes,THB 800.00,THB 800.00,On duty,"January 4, 2024",January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21),⌚เงินรายชั่วโมง_JAN24 (https://app.notion.com/p/_JAN24-0dac487101184ee3bfd4b2b0ae124f0d?pvs=21)
DF cost,Yes,THB 630.00,THB 630.00,On duty,"January 4, 2024",January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21),🤷‍♂️เงิน DF_JAN24 (https://app.notion.com/p/DF_JAN24-d6bf9c2a6cf74f34bc0ce33a9ee23f66?pvs=21)
Hour cost,Yes,THB 800.00,THB 800.00,On duty,"January 13, 2024",January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21),⌚เงินรายชั่วโมง_JAN24 (https://app.notion.com/p/_JAN24-0dac487101184ee3bfd4b2b0ae124f0d?pvs=21)
DF cost,Yes,THB 360.00,THB 360.00,On duty,"January 13, 2024",January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21),🤷‍♂️เงิน DF_JAN24 (https://app.notion.com/p/DF_JAN24-d6bf9c2a6cf74f34bc0ce33a9ee23f66?pvs=21)
เวรเหมา 1หมื่น,Yes,"THB 10,000.00","THB 10,000.00",On duty,"January 20, 2024",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),👝เงินเวรเหมา_DEC23 (https://app.notion.com/p/_DEC23-30a60d83ed4648e293c7fd8c005e56d0?pvs=21)
Palliative,Yes,"THB 3,000.00","THB 3,000.00",Top up,"February 24, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),👍🏼เงิน top up_FEB24 (https://app.notion.com/p/top-up_FEB24-4f1090b2dce54c75b289f232e1cd2c89?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"January 22, 2024",January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21),⌚เงินรายชั่วโมง_JAN24 (https://app.notion.com/p/_JAN24-0dac487101184ee3bfd4b2b0ae124f0d?pvs=21)
DF cost,Yes,THB 360.00,THB 360.00,On duty,"January 22, 2024",January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21),🤷‍♂️เงิน DF_JAN24 (https://app.notion.com/p/DF_JAN24-d6bf9c2a6cf74f34bc0ce33a9ee23f66?pvs=21)
ซื้อ palliative,Yes,"THB 1,500.00","THB 1,500.00",Top up,"January 24, 2024",January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21),👍🏼เงิน top up_JAN24 (https://app.notion.com/p/top-up_JAN24-946cb3c6224c471da8c29a087139358d?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"January 25, 2024",January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21),⌚เงินรายชั่วโมง_JAN24 (https://app.notion.com/p/_JAN24-0dac487101184ee3bfd4b2b0ae124f0d?pvs=21)
DF cost,Yes,THB 240.00,THB 240.00,On duty,"January 25, 2024",January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21),🤷‍♂️เงิน DF_JAN24 (https://app.notion.com/p/DF_JAN24-d6bf9c2a6cf74f34bc0ce33a9ee23f66?pvs=21)
เงินเดือน,Yes,"THB 22,830.00","THB 22,830.00",Salary,"January 26, 2024",January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21),🏧เงินเดือนจาก สสจ._JAN24 (https://app.notion.com/p/_JAN24-54842237e54048479e33276cde2101f8?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"February 1, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),⌚เงินรายชั่วโมง_FEB24 (https://app.notion.com/p/_FEB24-8392cde339f947a98cb4d74844dfc535?pvs=21)
DF cost,Yes,THB 330.00,THB 330.00,On duty,"February 1, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),🤷‍♂️เงิน DF_FEB24 (https://app.notion.com/p/DF_FEB24-e0d0ef29d47744f885edabf3e5ad7938?pvs=21)
ซื้อ OPD นอกเวลา 8ชั่วโมง,Yes,"THB 2,500.00","THB 2,500.00",Top up,"February 25, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),👍🏼เงิน top up_FEB24 (https://app.notion.com/p/top-up_FEB24-4f1090b2dce54c75b289f232e1cd2c89?pvs=21)
ซื้อ OPD นอกเวลา 8ชั่วโมง,Yes,"THB 2,400.00","THB 2,400.00",Top up,"February 12, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),👍🏼เงิน top up_FEB24 (https://app.notion.com/p/top-up_FEB24-4f1090b2dce54c75b289f232e1cd2c89?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,500.00","THB 1,500.00",Top up,"February 15, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),👍🏼เงิน top up_FEB24 (https://app.notion.com/p/top-up_FEB24-4f1090b2dce54c75b289f232e1cd2c89?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"February 15, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),⌚เงินรายชั่วโมง_FEB24 (https://app.notion.com/p/_FEB24-8392cde339f947a98cb4d74844dfc535?pvs=21)
DF cost,Yes,THB 240.00,THB 240.00,On duty,"February 15, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),🤷‍♂️เงิน DF_FEB24 (https://app.notion.com/p/DF_FEB24-e0d0ef29d47744f885edabf3e5ad7938?pvs=21)
ซื้อ OPD นอกเวลา 8ชั่วโมง,Yes,"THB 2,300.00","THB 2,300.00",Top up,"March 21, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),👍🏼เงิน top up_MAR24 (https://app.notion.com/p/top-up_MAR24-d519115a0f9841398bcc9d01c0f8f9d8?pvs=21)
DF cost,Yes,THB 630.00,THB 630.00,On duty,"February 18, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),🤷‍♂️เงิน DF_FEB24 (https://app.notion.com/p/DF_FEB24-e0d0ef29d47744f885edabf3e5ad7938?pvs=21)
Hour cost,Yes,THB 800.00,THB 800.00,On duty,"February 18, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),⌚เงินรายชั่วโมง_FEB24 (https://app.notion.com/p/_FEB24-8392cde339f947a98cb4d74844dfc535?pvs=21)
เวรเหมา 1หมื่น,Yes,"THB 10,000.00","THB 10,000.00",On duty,"February 20, 2024",January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21),👝เงินเวรเหมา_JAN24 (https://app.notion.com/p/_JAN24-a9e4857e151441739e19a75129ceb899?pvs=21)
DF cost,Yes,THB 420.00,THB 420.00,On duty,"February 25, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),🤷‍♂️เงิน DF_FEB24 (https://app.notion.com/p/DF_FEB24-e0d0ef29d47744f885edabf3e5ad7938?pvs=21)
Hour cost,Yes,THB 800.00,THB 800.00,On duty,"February 25, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),⌚เงินรายชั่วโมง_FEB24 (https://app.notion.com/p/_FEB24-8392cde339f947a98cb4d74844dfc535?pvs=21)
เงินเดือน,Yes,"THB 22,830.00","THB 22,830.00",Salary,"February 26, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),🏧เงินเดือนจาก สสจ._FEB24 (https://app.notion.com/p/_FEB24-e2ef6e987fd14cb8ba29fa0a85fc5c27?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"March 14, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),👍🏼เงิน top up_MAR24 (https://app.notion.com/p/top-up_MAR24-d519115a0f9841398bcc9d01c0f8f9d8?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"March 9, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),👍🏼เงิน top up_MAR24 (https://app.notion.com/p/top-up_MAR24-d519115a0f9841398bcc9d01c0f8f9d8?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"March 9, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),⌚เงินรายชั่วโมง_MAR24 (https://app.notion.com/p/_MAR24-ccd8cfbc720b4c279c77171f06baae2f?pvs=21)
DF cost,Yes,THB 300.00,THB 300.00,On duty,"March 9, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),🤷‍♂️เงิน DF_MAR24 (https://app.notion.com/p/DF_MAR24-d04b98e96ba8427382199e4765f2a003?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"March 12, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),⌚เงินรายชั่วโมง_MAR24 (https://app.notion.com/p/_MAR24-ccd8cfbc720b4c279c77171f06baae2f?pvs=21)
DF cost,Yes,THB 270.00,THB 270.00,On duty,"March 12, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),🤷‍♂️เงิน DF_MAR24 (https://app.notion.com/p/DF_MAR24-d04b98e96ba8427382199e4765f2a003?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"March 14, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),⌚เงินรายชั่วโมง_MAR24 (https://app.notion.com/p/_MAR24-ccd8cfbc720b4c279c77171f06baae2f?pvs=21)
DF cost,Yes,THB 330.00,THB 330.00,On duty,"March 14, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),🤷‍♂️เงิน DF_MAR24 (https://app.notion.com/p/DF_MAR24-d04b98e96ba8427382199e4765f2a003?pvs=21)
เวรเหมา 1หมื่น,Yes,"THB 10,000.00","THB 10,000.00",On duty,"March 20, 2024",February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),👝เงินเวรเหมา_FEB24 (https://app.notion.com/p/_FEB24-19c33c779d8849f2914f5d54250d2faf?pvs=21)
Hour cost,Yes,"THB 1,200.00","THB 1,200.00",On duty,"March 21, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),⌚เงินรายชั่วโมง_MAR24 (https://app.notion.com/p/_MAR24-ccd8cfbc720b4c279c77171f06baae2f?pvs=21)
DF cost,Yes,THB 390.00,THB 450.00,On duty,"March 21, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),🤷‍♂️เงิน DF_MAR24 (https://app.notion.com/p/DF_MAR24-d04b98e96ba8427382199e4765f2a003?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"March 25, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),👍🏼เงิน top up_MAR24 (https://app.notion.com/p/top-up_MAR24-d519115a0f9841398bcc9d01c0f8f9d8?pvs=21)
DF cost,Yes,THB 420.00,THB 420.00,On duty,"March 25, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),🤷‍♂️เงิน DF_MAR24 (https://app.notion.com/p/DF_MAR24-d04b98e96ba8427382199e4765f2a003?pvs=21)
Hour cost,Yes,THB 600.00,THB 600.00,On duty,"March 25, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),⌚เงินรายชั่วโมง_MAR24 (https://app.notion.com/p/_MAR24-ccd8cfbc720b4c279c77171f06baae2f?pvs=21)
เงินเดือน,Yes,"THB 22,830.00","THB 22,830.00",Salary,"March 26, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),🏧เงินเดือนจาก สสจ._MAR24 (https://app.notion.com/p/_MAR24-800ef74724da41d7882f2cfcebdbaae9?pvs=21)
ซื้อ OPD นอกเวลา 8ชั่วโมง,Yes,"THB 2,500.00","THB 2,500.00",Top up,"May 7, 2024",May 24 (https://app.notion.com/p/May-24-f03b6239b22b4b36b8d524541799d9be?pvs=21),👍🏼เงิน top up_MAY24 (https://app.notion.com/p/top-up_MAY24-4a36a3b342724f16b663703aa2167101?pvs=21)
เวรเหมา 1หมื่น,Yes,"THB 10,000.00","THB 10,000.00",On duty,"April 20, 2024",March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21),👝เงินเวรเหมา_MAR24 (https://app.notion.com/p/_MAR24-8ae940199005441ca789f2b1ec18d4f1?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"May 8, 2024",May 24 (https://app.notion.com/p/May-24-f03b6239b22b4b36b8d524541799d9be?pvs=21),👍🏼เงิน top up_MAY24 (https://app.notion.com/p/top-up_MAY24-4a36a3b342724f16b663703aa2167101?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"May 13, 2024",May 24 (https://app.notion.com/p/May-24-f03b6239b22b4b36b8d524541799d9be?pvs=21),👍🏼เงิน top up_MAY24 (https://app.notion.com/p/top-up_MAY24-4a36a3b342724f16b663703aa2167101?pvs=21)
ซื้อ ปกส. นอกเวลา 4ชั่วโมง,Yes,"THB 1,000.00","THB 1,000.00",Top up,"May 16, 2024",May 24 (https://app.notion.com/p/May-24-f03b6239b22b4b36b8d524541799d9be?pvs=21),👍🏼เงิน top up_MAY24 (https://app.notion.com/p/top-up_MAY24-4a36a3b342724f16b663703aa2167101?pvs=21)
